"Vintage","Offset Credit Serial Numbers","Quantity of Offset Credits","Status Effective","Project ID","Project Name","Project Type","Protocol Version","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","CORSIA Eligible","Account Holder","Retirement Reason","Retirement Reason Details",
"2017","CAR-1-US-1261-37-944-CO-2017-5477-1 to 1138","1138","02/04/2019","CAR1261","May Ranch Avoided Grassland Conversion","Avoided Grassland Conversion","Version 2.0","Prowers County, CO; NE of Lamar, CO","COLORADO","US","","No","NativeEnergy, a Public Benefit Corporation","On Behalf of Third Party","Retired on behalf of Cool Effect by NativeEnergy",
"2017","CAR-1-US-1261-37-944-CO-2017-5477-7501 to 7800","300","08/10/2018","CAR1261","May Ranch Avoided Grassland Conversion","Avoided Grassland Conversion","Version 2.0","Prowers County, CO; NE of Lamar, CO","COLORADO","US","","No","Ducks Unlimited, Inc.","On Behalf of Third Party","2017 Galloping Goose",
"2017","CAR-1-US-1261-37-944-CO-2017-5477-1139 to 1231","93","03/26/2020","CAR1261","May Ranch Avoided Grassland Conversion","Avoided Grassland Conversion","Version 2.0","Prowers County, CO; NE of Lamar, CO","COLORADO","US","","No","NativeEnergy, a Public Benefit Corporation","On Behalf of Third Party","Retired by Native Energy on behalf of Cool Effect",
"2017","CAR-1-US-1261-37-944-CO-2017-5477-2612 to 3905","1294","12/20/2019","CAR1261","May Ranch Avoided Grassland Conversion","Avoided Grassland Conversion","Version 2.0","Prowers County, CO; NE of Lamar, CO","COLORADO","US","","No","NativeEnergy, a Public Benefit Corporation","On Behalf of Third Party","Retired by NativeEnergy on behalf of Cool Effect",
"2017","CAR-1-US-1261-37-944-CO-2017-5477-3906 to 4500","595","03/26/2020","CAR1261","May Ranch Avoided Grassland Conversion","Avoided Grassland Conversion","Version 2.0","Prowers County, CO; NE of Lamar, CO","COLORADO","US","","No","NativeEnergy, a Public Benefit Corporation","On Behalf of Third Party","Retired by NativeEnergy on behalf of Cool Effect",
"2017","CAR-1-US-429-1-222-CA-2017-5672-266 to 5265","5000","01/28/2020","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","Pachama Inc.","On Behalf of Third Party","Microsoft Offsets - December 2019",
"2017","CAR-1-US-429-1-222-CA-2017-5672-5266 to 7311","2046","01/18/2021","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","San Diego Int'l Airport 2019, The Good Traveler",
"2017","CAR-1-US-429-1-222-CA-2017-5672-12266 to 16581","4316","08/01/2020","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","Bascom Pacific, LLC","On Behalf of Third Party","Retired on behalf of Vouri's 2019 Emissions",
"2017","CAR-1-US-429-1-222-CA-2017-5672-1 to 265","265","06/27/2019","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","GreenPrint, LLC","On Behalf of Third Party","SHELL Powering Progress Together Event - 062719",
"2017","CAR-1-US-429-1-222-CA-2017-5672-17592 to 17596","5","01/18/2021","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","SAN parking program October2020, The Good Traveler",
"2017","CAR-1-US-429-1-222-CA-2017-5672-17582 to 17591","10","01/18/2021","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","SAN parking program through September 2020, The Good Traveler",
"2017","CAR-1-US-429-1-222-CA-2017-5672-11266 to 12265","1000","08/01/2020","CAR429","McCloud River","Conservation-Based Forest Management","Version 2.1","Shasta and Siskiyou Counties","CALIFORNIA","US","","No","Bascom Pacific, LLC","On Behalf of Third Party","Retired on behalf of Corso Technologies",
"2017","CAR-1-US-406-4-199-WI-2017-5501-1 to 54708","54708","10/08/2018","CAR406","Moccasin Mike Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.0","Superior","WISCONSIN","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-592-4-399-KY-2017-5714-1 to 27041","27041","09/20/2019","CAR592","Morehead Landfill","Landfill Gas Capture/Combustion","Version 4.0","Morehead","KENTUCKY","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-592-4-399-KY-2017-5714-27042 to 42887","15846","09/20/2019","CAR592","Morehead Landfill","Landfill Gas Capture/Combustion","Version 4.0","Morehead","KENTUCKY","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-560-4-341-VA-2017-5599-59490 to 60441","952","01/15/2019","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","ACT Commodities Inc.","On Behalf of Third Party","O/B of Milliken Flooring for C2C Certification",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8835 to 8942","108","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice N371FP July2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8943 to 9034","92","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice N371FP Oct 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-9035 to 9230","196","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Icer N371FP Nov 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-9231 to 9298","68","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA Sea of Ice N298AL June2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-9299 to 9798","500","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Exelon PHI Summit, Expo dinner Innov Expo",
"2017","CAR-1-US-560-4-341-VA-2017-5599-9799 to 9836","38","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Fair Wind Air Charter Aviation  Jul-Sept 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-9837 to 10103","267","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Fair Wind Air Charter Aviation Oct-Dec 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-10104 to 10417","314","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Fair Wind Air Charter Jan-June 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-10418 to 12917","2500","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Oracle OpenWorld 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-12918 to 13081","164","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Robert E. Rubin",
"2017","CAR-1-US-560-4-341-VA-2017-5599-13082 to 13124","43","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","WildSpring Guest Habitat",
"2017","CAR-1-US-560-4-341-VA-2017-5599-13125 to 13224","100","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Clay Lacy c/o Sea of Ice for N371FP offset Jan2020",
"2017","CAR-1-US-560-4-341-VA-2017-5599-57501 to 59489","1989","11/21/2018","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","ClimeCo Corporation","On Behalf of Third Party","American University",
"2017","CAR-1-US-560-4-341-VA-2017-5599-60442 to 60519","78","06/25/2019","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Climate Action Reserve Blind Trust","Environmental Benefit","To cover COP24 delegation’s travel emissions",
"2017","CAR-1-US-560-4-341-VA-2017-5599-7804 to 8012","209","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice  N298ALSept 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8013 to 8116","104","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice  N371FP Nov 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8117 to 8280","164","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice N298AL  July2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8281 to 8507","227","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice N298AL Oct 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8508 to 8654","147","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice N371FP  Sept 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-8655 to 8834","180","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice N371FP Aug 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-60692 to 61256","565","08/13/2019","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","ClimeCo Corporation","On Behalf of Third Party","Evergreen Carbon™ for Interfaith Climate Action",
"2017","CAR-1-US-560-4-341-VA-2017-5599-13609 to 18608","5000","04/03/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Washington Gas Energy Services","On Behalf of Third Party","WGL Energy Customers MM 2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-1 to 6916","6916","11/02/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Washington Gas Energy Services","On Behalf of Third Party","Retirement for University of Maryland",
"2017","CAR-1-US-560-4-341-VA-2017-5599-7501 to 7803","303","04/06/2020","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","CLA c/o Sea of Ice  N298AL  Aug2019",
"2017","CAR-1-US-560-4-341-VA-2017-5599-60542 to 60691","150","07/03/2019","CAR560","New River Landfill Gas Methane Destruction Project","Landfill Gas Capture/Combustion","Version 2.1","Dublin, Virginia","VIRGINIA","US","","No","ClimeCo Corporation","On Behalf of Third Party","Green Gas",
"2017","CAR-1-US-435-4-887-MS-2017-5561-1 to 107705","107705","11/27/2018","CAR435","Northeast Mississippi Landfill","Landfill Gas Capture/Combustion","Version 2.0","Walnut","MISSISSIPPI","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-674-4-472-NY-2017-4365-1 to 77009","77009","05/02/2018","CAR674","Oneida Herkimer Landfill Ava, NY","Landfill Gas Capture/Combustion","Version 3.0","Ava, NY","NEW YORK","US","","No","Oneida Herkimer Solid Waste Authority","On Behalf of Third Party","",
"2017","CAR-1-US-674-4-472-NY-2017-5641-1 to 32070","32070","03/25/2019","CAR674","Oneida Herkimer Landfill Ava, NY","Landfill Gas Capture/Combustion","Version 3.0","Ava, NY","NEW YORK","US","","No","Oneida Herkimer Solid Waste Authority","On Behalf of Third Party","",
"2017","CAR-1-MX-1306-42-968-DF-2017-5559-1 to 424","424","12/20/2018","CAR1306","Proyecto Carbono Forestal, Ejido San Nicolás Totolapan, CDMX","Forestry - MX","Version 1.5","Delegación Magdalena Contreras","DISTRITO FEDERAL","MX","","No","Ejido de San Nicolás Totolapan","Environmental Benefit","Corredor Insurgentes, S.A. de C.V.",
"2017","CAR-1-US-1237-37-925-CO-2017-5658-1 to 1886","1886","02/06/2019","CAR1237","Raven's Nest Nature Preserve","Avoided Grassland Conversion","Version 2.0","Bent County","COLORADO","US","","No","Natural Capital Partners","On Behalf of Third Party","Retirement on behalf of client - FY18",
"2017","CAR-1-US-811-31-597-IL-2017-5443-1 to 46774","46774","07/24/2018","CAR811","Rentech Energy Midwest Corporation – Nitric Acid Plant 1","Nitric Acid N2O- Tertiary Catalyst","Version 2.0","Jo Daviess County, East Dubuque","ILLINOIS","US","","No","East Dubuque Nitrogen Fertilizers, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-811-31-597-IL-2017-5444-1 to 75186","75186","07/24/2018","CAR811","Rentech Energy Midwest Corporation – Nitric Acid Plant 1","Nitric Acid N2O- Tertiary Catalyst","Version 2.0","Jo Daviess County, East Dubuque","ILLINOIS","US","","No","East Dubuque Nitrogen Fertilizers, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-1027-30-597-IL-2017-5648-1 to 22033","22033","05/20/2019","CAR1027","Rentech Nitrogen, LLC - Nitric Acid Plant 2","Nitric Acid N2O- Secondary Catalyst","Version 2.0","Joe Davies County, East Dubuque, Illinois","ILLINOIS","US","","No","East Dubuque Nitrogen Fertilizers, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-1027-30-597-IL-2017-4381-1 to 123866","123866","07/25/2018","CAR1027","Rentech Nitrogen, LLC - Nitric Acid Plant 2","Nitric Acid N2O- Secondary Catalyst","Version 2.0","Joe Davies County, East Dubuque, Illinois","ILLINOIS","US","","No","East Dubuque Nitrogen Fertilizers, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-512-4-332-TX-2017-5487-28657 to 72847","44191","01/13/2020","CAR512","Rio Grande Valley Landfill","Landfill Gas Capture/Combustion","Version 4.0","Donna","TEXAS","US","","No","The Newhall Land and Farming Company, LLC","Compliance Requirements","GHG Mitigation",
"2017","CAR-1-US-512-4-332-TX-2017-5487-87594 to 97434","9841","12/21/2018","CAR512","Rio Grande Valley Landfill","Landfill Gas Capture/Combustion","Version 4.0","Donna","TEXAS","US","","No","NativeEnergy, a Public Benefit Corporation","On Behalf of Third Party","Retired on behalf of Stripe, Inc",
"2017","CAR-1-US-892-4-674-VA-2017-5682-1 to 39114","39114","05/08/2019","CAR892","Roanoke Valley Resource Authority - Smith Gap Regional Landfill","Landfill Gas Capture/Combustion","Version 3.0","Salem, Roanoke Co.","VIRGINIA","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-892-4-674-VA-2017-5865-1 to 2010","2010","02/04/2020","CAR892","Roanoke Valley Resource Authority - Smith Gap Regional Landfill","Landfill Gas Capture/Combustion","Version 3.0","Salem, Roanoke Co.","VIRGINIA","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2017","CAR-1-US-886-4-670-OR-2017-4405-1 to 9054","9054","02/26/2018","CAR886","Roseburg LFG Energy","Landfill Gas Capture/Combustion","Version 3.0","Roseburg, OR","OREGON","US","","No","The Climate Trust","Compliance Requirements","Retired on behalf of the 2017 NWN Mist OR Facility",
